Cluster,HD ZIP III
#05,0.346259126
#02,0.674703333
#01,0
#05,0.457619095
#02,0.438973927
#01,0
#04,0
#03,1.885777758
#07,0
#06,1.477951911
#07,0
#07,0
#01,0.830425806
#03,2.279309393
#03,2.631114548
#05,2.469607733
#02,0
#03,0.877577154
#05,1.073785332
#07,0
#01,0
#02,1.564207601
#03,1.93628816
#01,0.579720663
#01,0
#01,1.256339753
#04,0.578307553
#07,0.78351665
#01,1.329329896
#02,0.447598919
#05,0.654886914
#04,0.611891912
#01,0
#03,1.241386551
#05,0
#01,0.609007975
#04,0.910868031
#07,0
#01,0
#01,0.742013833
#03,1.782820266
#01,1.023734239
#01,0
#02,0
#06,1.143157365
#07,0
#04,0
#01,0.849024101
#08,1.55607439
#03,1.90983606
#03,1.90121047
#03,1.796736993
#03,1.874399905
#02,0.670607745
#02,0
#07,0
#02,0.534090171
#07,0
#03,2.251825479
#03,1.78996547
#04,0
#05,0.651029178
#01,0
#02,0.469948145
#07,0
#05,1.803731889
#01,1.288654716
#04,0.466727311
#01,0
#01,1.949062159
#03,1.830237411
#01,0
#02,0
#05,2.58704831
#01,2.217836372
#01,0
#01,0
#01,1.437974311
#05,0.497772083
#03,1.023398896
#01,0
#05,0
#07,0
#06,1.419880123
#03,1.941690708
#06,2.203115579
#07,0.450416402
#08,0
#04,1.49645909
#02,1.050869599
#06,1.488699258
#03,2.784615089
#01,0
#02,0.89885245
#07,0
#02,0
#01,0.667110499
#02,0.457034343
#01,0
#03,0.853505025
#04,0.644098333
#01,1.0337424
#04,1.882330511
#03,1.566221751
#07,0
#03,2.272761855
#03,2.87848312
#06,2.287924577
#03,1.319534122
#01,1.053298226
#02,0.9386624
#03,1.82323519
#04,1.265202288
#01,0.970627589
#02,0
#04,0
#02,1.474572483
#03,3.464858875
#03,1.87158118
#01,0
#01,0
#03,1.576861942
#05,1.253541522
#01,1.190331212
#02,0.506061673
#02,0.345633976
#05,0.216507138
#04,0.482016199
#01,1.861973666
#05,1.329329896
#01,0.714597781
#02,0.868694759
#06,0.930518769
#01,3.016643821
#06,1.549737858
#09,0.961046841
#02,0
#06,1.958897217
#05,1.934713368
#01,0
#02,0.372451591
#03,1.890129551
#08,1.472822057
#04,0
#02,0
#01,0
#07,0
#03,1.796659179
#01,0
#05,1.613318495
#05,1.082755023
#03,2.311577694
#01,0.738507759
#01,0
#08,1.082393474
#02,1.315144097
#05,0.319849748
#04,0.995926029
#02,1.439414934
#02,0.266493816
#01,2.349914157
#01,1.455312899
#06,1.077335479
#07,0
#01,0
#05,0.421055175
#04,0
#01,0
#03,2.798232659
#03,0.747702887
#04,0
#04,1.223492665
#01,0
#04,0.953978213
#01,1.020560409
#04,0.629237102
#08,0
#01,0.860494614
#05,1.164371844
#03,1.03712255
#07,0.840877495
#02,0
#05,2.680337858
#01,0
#01,1.572566499
#03,1.232088557
#06,1.314895037
#02,1.034346571
#03,1.970048262
#02,0.480530799
#01,0
#06,1.842733802
#02,0
#02,0.526015918
#07,0
#05,0.98797071
#02,0
#06,1.782362565
#03,1.829449988
#02,1.856814853
#02,0.984227445
#04,1.506713959
#03,1.044996704
#06,1.012209941
#08,0
#03,2.02504186
#07,0
#07,0
#07,0
#07,0.753494196
#02,0
#07,1.078846885
#09,0.715140078
#03,0.935037678
#03,1.959689133
#04,0
#03,0.613123793
#06,1.965124729
#05,0.298585495
#01,0
#05,0
#07,0.520262558
#01,0.845950167
#04,0.531216352
#07,1.882312221
#01,1.639965346
#06,1.063195023
#03,1.750979077
#03,1.496198141
#03,0.975337404
#03,0.318079575
#04,0
#05,0.75510798
#01,2.139239463
#06,2.300574217
#02,0.928907689
#04,0
#02,0
#05,0
#01,0
#06,0
#03,1.082688311
#03,1.498327762
#01,0
#04,0
#04,2.697158989
#07,0
#03,2.27124655
#01,0.517245809
#06,2.389057611
#03,1.475922216
#04,0
#08,0
#02,0
#05,1.66020345
#02,0.52140303
#03,0.92082601
#07,0
#03,0.989355061
#02,0
#06,2.16925373
#02,0
#03,1.034546916
#04,0
#03,1.699838797
#06,2.018493031
#05,1.220335102
#03,1.262822328
#03,2.422724559
#06,1.639410285
#03,0.898637312
#03,1.201631448
#01,0
#07,0
#02,0
#07,0.612419246
#07,0.348740255
#03,0.906217854
#02,0.566346823
#05,0.403128805
#08,1.146832332
#02,0.523699205
#03,0.938162676
#01,0
#04,1.241386551
#06,0.714688106
#02,2.294667369
#06,2.427452098
#02,0.502500341
#08,2.922317253
#01,1.13687435
#03,1.381537308
#07,0
#01,0
#07,0
#08,0
#02,1.478562634
#07,0
#01,0
#07,1.346650524
#06,1.991674247
#03,1.56069836
#03,1.886540769
#01,0
#03,1.646090435
#03,0.241696099
#01,0.946838476
#01,1.084796473
#08,0
#01,0
#01,0
#04,0
#03,1.842786565
#05,1.498135702
#04,0
#01,0
#01,0
#04,0
#03,1.462355605
#05,0.691286904
#02,0
#03,2.34996124
#04,0.929773864
#01,1.103064935
#06,2.947639823
#02,0.644867669
#06,1.753274667
#06,1.668459632
#05,1.287971958
#06,0.360566083
#02,1.185142758
#02,0.454565863
#05,1.042773743
#02,0.869039322
#03,2.586755231
#01,1.151210186
#04,0
#07,0
#06,0
#04,0.468715887
#05,0.513062836
#05,0.436054842
#02,1.028981199
#03,1.660888947
#03,0.900008645
#04,0
#01,1.02927002
#01,0
#03,0.979218332
#07,0
#04,0.270553612
#03,2.342515878
#03,3.675303574
#02,1.57351248
#04,0.380755552
#01,0
#01,0.392424796
#04,0.653458948
#06,1.44944641
#01,1.159012727
#01,0.750088216
#03,0.987178409
#03,1.763134372
#04,0
#05,0.386605782
#01,0
#04,0
#01,0.990712998
#02,1.10275574
#01,1.377801767
#04,1.148575088
#05,3.076356569
#02,0.428316021
#01,0
#01,2.697395668
#05,0.812176093
#03,2.104980032
#03,0
#04,0
#02,0.775659082
#02,2.031507867
#05,0.790711166
#03,1.045027407
#04,0
#01,0.562544522
#01,1.268593815
#02,1.054753859
#01,2.319777857
#07,0
#02,0
#01,1.437974311
#01,0
#03,1.549957386
#01,0
#01,2.907820453
#04,0.257065954
#02,0
#06,0.806942536
#01,1.345301015
#02,1.172692714
#07,0
#06,2.50209716
#07,0
#01,2.204800644
#01,0
#03,1.81352191
#01,1.017629894
#01,1.83115913
#01,0
#07,0
#05,0.988595237
#01,0.762458384
#01,0
#07,0.952671792
#04,0.999279193
#02,1.616497103
#05,2.932528559
#02,1.220903324
#01,0
#01,0.944269569
#07,0
#02,1.405464148
#02,1.561288312
#01,0.330216066
#05,1.008092534
#05,1.242756022
#01,0
#02,0
#07,0.738700993
#03,1.434560058
#06,1.2677701
#01,0
#01,0
#07,0
#03,1.986735586
#03,1.963772115
#03,0.65660517
#04,0
#02,0.955600741
#02,0.521212601
#01,1.214748986
#03,1.599598997
#07,0
#05,1.467896333
#03,1.230849146
#07,0.754300205
#06,1.094568352
#06,1.970256464
#04,0.771221136
#02,1.659337197
#05,0.71541737
#01,4.218246582
#01,1.441093467
#04,0.626461369
#03,1.777747813
#04,0
#01,0
#04,0
#05,1.370484605
#07,0
#05,3.191069566
#04,0.438753634
#01,0.721898146
#01,0.734982212
#02,1.065500744
#01,0.643207642
#07,0
#04,1.858961361
#06,1.923451987
#05,0.606798302
#02,1.122747397
#01,0
#02,0.284129397
#01,1.604878863
#05,0
#08,2.718360757
#02,0.14741706
#04,0
#06,1.412870364
#07,0
#07,0
#05,1.210830396
#01,1.332581562
#02,0
#05,1.667911826
#07,0
#04,0
#01,0.850469032
#07,0
#01,0
#03,1.52137546
#06,1.567855244
#01,0
#03,2.25712088
#02,0.960415876
#10,1.260431248
#05,0.506619792
#03,3.1865037
#08,0.481664269
#04,0
#03,1.947663819
#03,2.141687434
#05,1.397531366
#05,1.988346607
#03,2.602252704
#01,0
#02,0
#10,0
#01,0
#01,0.461457078
#03,1.416206031
#01,0
#04,0.199612634
#08,0
#01,1.432685519
#01,0.675699938
#03,1.584654004
#08,1.270865115
#04,2.431669411
#03,0.658434526
#03,1.69651073
#06,2.256868019
#05,0.665231829
#01,0
#02,0.726424838
#03,1.426091595
#01,1.063036662
#03,3.027369462
#03,1.502422553
#01,0
#02,0
#07,1.627771216
#10,0
#02,0.994504525
#02,0
#01,0
#03,1.85096232
#03,0.821193581
#06,1.355274112
#05,0.556393349
#02,1.315041709
#05,2.327858856
#04,0
#01,0.884980805
#01,2.529808613
#01,0
#04,0.668368957
#01,0
#05,0.263854489
#04,0.844128959
#06,1.963503382
#07,0
#03,1.964797561
#04,0
#05,1.100919343
#02,1.106618029
#07,0
#07,0
#01,1.045479971
#01,1.828956775
#07,0
#02,0
#03,2.605820723
#06,1.319983519
#03,1.89666892
#05,0.256928248
#02,0.336955911
#01,2.265975539
#01,0
#01,0
#03,1.203699851
#03,1.972485698
#07,0
#06,1.114700949
#03,1.483873438
#05,1.006022935
#03,1.540675977
#05,0
#01,0
#04,0
#01,0
#04,1.072560125
#02,0
#08,0.974175112
#06,2.432184871
#04,1.096904218
#01,1.413536412
#03,1.426996402
#05,1.879443923
#07,0
#05,1.320919008
#01,0.555309227
#01,0
#05,1.712008413
#02,4.526466467
#03,2.091095909
#02,0.579956862
#02,0
#03,1.624482383
#03,2.063118863
#03,1.852059064
#05,0.95510096
#02,1.274076577
#01,0.667424661
#04,0
#01,0
#02,0.552645692
#02,0.518372937
#05,2.218986891
#05,0.657315356
#03,0.588287729
#05,1.217007118
#05,0.283681
#01,0
#06,1.504994196
#01,1.658267036
#05,1.510933731
#03,2.155421796
#04,0
#06,2.040529064
#07,0
#04,0
#08,0.382173505
#05,1.412655039
#07,0.666483077
#10,0
#02,1.945751087
#04,0.962457808
#01,0
#03,2.128252153
#05,1.94164987
#01,0
#02,0.796845571
#03,1.60753654
#04,0.431282829
#04,0
#02,0.338066385
#03,1.828535456
#02,0.542419124
#03,1.761329065
#01,1.992813471
#07,0
#01,1.464738634
#03,1.096553818
#04,0
#02,0
#06,1.810231901
#03,2.307465255
#03,1.786088646
#01,0
#04,0.982993575
#08,0
#08,1.423534962
#04,0
#05,0.346719015
#01,0.598497479
#06,1.962982003
#04,0
#01,0
#05,0
#04,0
#06,1.742118731
#01,0
#06,0.802210524
#03,0.667626544
#06,1.37341813
#07,1.522386836
#01,0
#07,0
#02,0
#03,0.6142722
#03,1.251120534
#04,0
#02,0
#03,1.7500574
#01,2.217980839
#03,1.742210897
#07,1.00333499
#01,0
#07,0
#04,0
#02,0
#05,0.562668739
#05,0.543521924
#06,0.219722732
#06,0.658869037
#03,0.72597863
#03,0
#02,2.26132674
#07,0
#07,2.213236058
#01,0.767858743
#06,1.287057725
#05,1.266029519
#07,0
#01,0
#04,1.540224186
#01,0
#01,1.040599621
#03,2.953380093
#02,0.827000974
#01,1.231811875
#03,2.010375728
#03,2.476462103
#01,1.337368653
#03,3.396922637
#07,0
#06,1.823342018
#07,0.426530184
#01,1.100415768
#10,0
#04,0
#05,0.876954959
#01,0
#05,0.997635684
#07,0
#01,1.456911627
#02,1.312716436
#04,0.689854466
#03,1.67772192
#07,0
#05,0.929226311
#07,0
#03,1.233377342
#03,0.941806041
#05,1.079734075
#04,0.980909907
#02,0.709042786
#01,1.096029996
#01,0
#09,0.378744818
#03,2.348932195
#05,1.710749663
#07,1.083942331
#10,0
#01,1.266330748
#07,0
#05,0.89671462
#02,0
#03,1.016271671
#07,0
#05,1.868170999
#01,2.53084516
#02,1.28687243
#01,0.815002699
#02,0.309649175
#06,0.997481893
#02,0
#01,2.46698026
#01,2.197134974
#05,0.137542881
#01,0
#05,0.360611381
#01,1.287426307
#02,0.646754623
#08,1.05301267
#01,2.565075035
#01,0
#01,3.450727907
#06,2.413224456
#07,0
#04,0.7825777
#03,1.337557925
#03,0.641269942
#03,0.596447718
#02,0.788526562
#03,1.594618236
#05,0.22937216
#01,1.122908766
#03,1.190520172
#01,0.887227087
#06,1.80087028
#09,0.46749013
#08,1.156145426
#03,1.66366669
#04,1.585939549
#07,1.525918146
#03,1.322063362
#04,0
#01,1.050482763
#05,2.387577081
#04,0
#01,0.968550869
#02,0
#08,0
#01,2.833084061
#05,1.381042365
#06,1.713883872
#09,0.612787424
#03,1.514602943
#03,0.184503297
#04,0.705329504
#03,2.621709672
#01,0
#03,0.72448938
#05,1.455627201
#04,0
#04,0.867423901
#03,1.18074964
#06,1.2543491
#03,1.234611663
#06,0
#03,2.565433249
#01,1.838703961
#08,0.378256808
#03,1.176267962
#02,0.53012043
#01,0.800384072
#06,2.186126881
#07,0
#06,0.971660896
#06,0.868410367
#05,1.529322242
#03,1.968879108
#03,2.852553701
#10,0.8963311
#05,2.74138106
#03,1.803907945
#05,2.401727247
#01,0
#03,1.541540082
#02,1.007930452
#07,0.829114323
#04,0.841887019
#01,0
#03,1.315041709
#05,0
#03,1.883523991
#01,1.164938149
#03,2.152199252
#01,1.831462166
#01,0
#05,0.960374444
#01,0
#04,0.264242187
#02,0.588105365
#01,2.142593937
#04,0
#01,1.225366517
#01,2.352202827
#07,0.647020604
#01,0
#01,0
#01,0
#01,0.416122368
#06,2.405292994
#02,0.501794141
#03,1.540480745
#01,2.353620878
#07,0
#01,0.842899039
#03,2.085696817
#05,1.229624232
#03,1.027293614
#01,0
#01,2.913871421
#01,1.459325964
#07,0
#02,0.748595668
#04,1.641688676
#04,0
#05,2.120673637
#06,1.093139832
#07,0
#02,1.373684229
#05,1.86221142
#05,2.627498943
#01,1.121073858
#02,1.446943176
#04,0
#01,2.479542239
#01,2.471470722
#03,1.025523947
#06,1.413322251
#06,1.526677184
#01,3.469340958
#08,1.347326367
#03,1.306845009
#03,0.841211901
#02,3.969202212
#01,0
#07,0
#05,1.012791553
#08,0.679652698
#07,0.217029237
#01,0
#01,0
#01,2.637811677
#04,1.308623445
#06,1.538043265
#02,2.31298746
#03,2.274912884
#06,1.363615539
#02,0.563582091
#02,0.504274655
#03,1.759764862
#06,1.784627163
#04,2.065966882
#02,0.583832995
#02,0.607187061
#01,0.612683258
#06,2.675309207
#01,0
#06,2.483708919
#08,0.844421769
#05,0.961186051
#03,1.991643145
#03,1.918289036
#07,0
#01,0.537309525
#02,3.861811262
#06,1.496711118
#06,1.604768437
#06,1.643143572
#08,0.741780523
#01,0
#02,0
#03,1.390949426
#05,0.682237037
#03,1.984814393
#03,1.641218118
#04,0.471566351
#01,1.17293878
#01,0.978145907
#05,0.263975522
#01,0
#04,0
#03,1.991565806
#05,0
#01,0
#01,0
#03,0.965153924
#04,0
#01,1.143517399
#07,2.666569036
#01,0
#04,0.57226388
#01,0
#04,0.429086
#03,1.035518892
#08,1.709235877
#06,2.820602597
#01,0
#03,1.000458314
#10,0
#06,1.253588108
#01,0
#01,0.873377573
#05,0
#07,0
#04,0.456596766
#01,1.159012727
#01,0
#01,0
#05,0.769116118
#06,1.741509845
#06,0.867015225
#06,1.857135857
#04,0.998676305
#08,0.410166535
#01,0
#07,0
#03,2.147287329
#01,1.968775602
#02,0.336245896
#02,1.20810777
#03,1.126070982
#06,1.689008859
#04,1.802799894
#05,1.022138977
#02,0.421757666
#07,0
#02,1.023000678
#06,2.01671577
#01,0
#01,0
#03,2.469999995
#03,1.272581151
#01,2.59464811
#03,1.062490704
#01,0
#07,1.889820884
#02,3.100168679
#01,0.72635192
#01,0
#01,0
#04,0.680243004
#02,0.428444158
#03,2.392288226
#08,0.903286685
#01,0
#06,1.930431838
#01,0
#03,1.440467768
#02,1.708923562
#04,1.314400038
#07,1.021384576
#04,0
#02,0.594992299
#04,0.402675798
#04,0
#06,1.870200968
#02,0.607187061
#04,0
#01,0.822640022
#02,0.912736105
#01,1.140660407
#05,0
#01,0.583523403
#05,1.361563916
#03,1.42259485
#01,0
#03,1.335011824
#05,2.394581321
#06,1.438363406
#01,1.511899039
#02,0.650581288
#02,0.744516629
#01,0
#01,0
#05,0
#01,0
#02,1.127010136
#01,1.213665317
#02,0
#04,0.335617291
#02,2.068632354
#01,1.833824538
#01,1.335271287
#03,1.905613162
#01,2.830074999
#02,0.330900707
#04,0.407599998
#05,3.576728595
#05,1.649720659
#03,0.720704314
#02,1.544005915
#01,0
#07,0
#02,1.081957105
#02,0.554876775
#04,0
#07,0
#08,0.297411815
#04,0.240967751
#04,0.652977302
#01,0
#03,1.295900166
#07,0
#07,0
#01,2.288946157
#02,0
#04,1.458261752
#01,0
#01,0
#01,0
#03,1.429442005
#04,0
#06,0.633447873
#04,0
#05,1.547542495
#06,0.359029696
#05,0.288461186
#02,1.28631282
#06,1.222065968
#01,1.337264405
#04,3.020332725
#08,1.668952593
#07,0
#01,0.787172827
#06,1.593833208
#05,0.996999335
#06,1.640099142
#07,0.789823528
#07,0
#03,0.930671979
#01,0.630354404
#02,0.789380475
#02,1.61561936
#04,1.114700949
#07,0
#08,0.386501589
#01,1.739158348
#04,0.895182568
#03,0
#03,1.976958346
#05,1.991654734
#02,1.120663855
#04,0
#04,0.36229549
#01,0
#02,0.579596731
#07,1.49645909
#06,1.462847238
#02,0
#02,0.69210098
#01,0
#01,0
#04,0.44293555
#06,0.856206914
#02,0.572954688
#10,0
#06,0.7381216
#05,0
#07,0
#01,0
#03,2.146645626
#07,0
#06,0.858911701
#02,0.912139536
#01,1.063036662
#01,1.589461949
#05,1.426207694
#02,0.195521317
#01,0.670582926
#04,0.997123239
#01,0
#07,0
#03,1.373879503
#04,2.408007114
#03,2.423887313
#03,1.416259668
#02,0
#07,0.419411515
#04,0.532892949
#03,1.205373837
#03,2.344281187
#05,0.724421826
#02,0.391781444
#03,0.699832418
#03,1.257218152
#03,1.117639542
#05,1.87402947
#08,0
#01,1.390942029
#02,0.510220778
#01,0
#01,1.949757615
#03,1.349483943
#08,0.605549062
#04,1.079499848
#01,0
#01,1.449722215
#05,2.139530554
#01,0.706033735
#01,0
#02,0.19650821
#07,0
#07,0.631195029
#05,0
#02,1.332793451
#02,1.183549128
#01,0
#01,1.397248186
#03,1.326231763
#03,1.248092194
#06,0.301087043
#07,0
#01,0.791155752
#02,1.260465126
#09,1.075533151
#02,0.693572999
#01,0
#06,0.881834685
#01,0
#01,0.832890014
#08,0.937909995
#01,0.939808538
#01,0
#01,0
#03,1.459214908
#04,0.379747508
#03,1.714011037
#01,1.144154332
#07,0
#01,1.83960794
#04,0
#01,0
#03,2.076799304
#01,0
#01,0
#03,1.915080642
#05,0.843019994
#05,0.851995274
#01,0
#02,0.497598688
#03,0.828758684
#03,1.935105627
#03,1.544553759
#01,0.48133987
#03,1.932163807
#02,1.281587762
#03,0.973838575
#02,0
#01,0.95007004
#05,1.638577955
#01,0
#01,1.074638801
#06,2.617398406
#03,2.114756593
#01,0.533490881
#02,0
#01,1.627593003
#03,1.805206299
#01,1.327926051
#01,0.590668989
#06,1.552087719
#01,0
#05,1.549159443
#05,0.396549253
#01,0
#02,1.425464952
#04,1.172803574
#06,1.855452899
#03,1.808756782
#05,1.238116665
#01,1.256803524
#01,1.458514165
#05,1.233434607
#07,0
#04,0.605343973
#04,0.412528152
#02,0.912736105
#02,4.126300281
#07,0
#07,0
#01,0
#04,1.766842268
#06,2.243513094
#04,1.528223472
#02,0.616939109
#05,1.326805156
#04,0.853158612
#01,0
#08,2.027134596
#01,0
#03,1.741314978
#01,1.858401345
#03,1.128513058
#01,0
#01,0
#04,1.642356358
#01,1.630980278
#06,1.508891434
#04,0
#03,2.22026014
#04,0.855567636
#03,1.42767708
#03,1.703879766
#03,1.597594068
#02,1.339849888
#01,0.858385395
#02,1.788760246
#03,1.305607122
#02,0.553798621
#03,0.473161944
#07,0
#04,0.621799269
#03,1.652878508
#02,0.636392538
#08,0
#01,0.599090556
#01,0.609530273
#04,1.130537231
#04,0
#02,0.495527417
#04,0.591897671
#03,2.602406043
#01,0.780192591
#06,2.122188402
#02,0.906610161
#01,0
#03,1.176442609
#01,0.697480511
#04,0.875563478
#02,2.045118549
#06,1.911440397
#05,1.158521806
#03,1.44438664
#06,1.761958429
#07,0
#06,1.295802391
#02,0
#07,0
#03,2.643048065
#04,1.404090156
#01,0.893465454
#02,0.459382441
#03,0.463550701
#05,0.389493424
#07,0
#07,0
#01,0
#04,1.528785553
#03,2.225444399
#03,1.22069089
#07,0
#01,1.360307028
#03,1.646571135
#06,1.948925964
#02,0
#06,1.277661415
#02,0
#01,1.230139623
#06,0.911662861
#04,0.478093656
#06,1.023691625
#03,2.497643868
#08,0
#05,2.346428421
#01,0
#07,1.506713959
#04,0
#10,0
#02,1.411700187
#01,0
#01,2.90174898
#06,1.109746736
#03,1.601151522
#02,0.301845732
#01,0
#01,1.534825195
#01,1.188493198
#05,0.814176188
#01,0.969950046
#04,0
#02,1.311875481
#03,2.914836216
#01,1.716770789
#05,0.375866902
#04,0.287786952
#03,1.894319103
#01,0.902119691
#01,0.876111717
#04,0.243412864
#09,1.006617865
#03,1.471269034
#04,0.398066812
#02,0.700093091
#03,1.666771431
#01,0
#08,0
#01,0.745529918
#05,0
#06,1.805810666
#05,1.317862497
#07,0
#01,0
#07,0
#03,2.273013698
#08,0
#01,0.883108872
#02,0
#01,2.216179949
#01,1.865397807
#07,0
#01,0
#01,1.049295296
#02,0
#01,1.133114618
#01,1.26337113
#02,0.534671418
#01,0
#02,0.534690824
#07,0
#01,1.505382423
#03,0.897384997
#07,0
#06,1.723306369
#02,0
#03,1.06204241
#01,2.469223326
#01,0
#04,0
#06,0.351644557
#03,0.842392716
#01,0
#03,1.376915211
#01,0.541183874
#07,0.820716944
#05,1.617618296
#08,0
#07,0
#06,2.302392053
#01,0
#01,0.752689946
#01,0
#03,2.68850976
#02,0
#06,1.715869759
#06,1.608120881
#02,0.449786965
#06,0.81689835
#02,1.024030069
#03,2.416489421
#06,2.6898406
#01,0
#05,1.013625529
#04,1.407850665
#01,0
#01,0
#06,1.967962279
#01,3.200507317
#06,1.841254648
#07,0
#04,0.918141731
#03,3.205731312
#02,0.612683258
#01,1.984292731
#01,1.438651526
#05,0
#01,2.904253636
#02,1.018004068
#01,0.879416071
#06,1.163719197
#08,1.223257182
#01,0
#07,0
#03,1.742267444
#01,0
#02,0.331053237
#01,0
#01,0
#03,1.994784809
#07,0.984387801
#03,1.364712464
#01,0.434423101
#01,0
#06,1.208020882
#04,0
#06,1.851511749
#03,1.347153187
#01,0
#04,0
#02,0.841827905
#03,1.250693296
#01,2.174734755
#06,2.482029095
#01,0.977113571
#05,1.235896066
#03,2.15993211
#03,0.969452354
#01,0.59079158
#02,2.027480736
#02,1.210238999
#04,0.249057384
#02,0
#01,2.806172756
#03,2.225152581
#02,0.556828198
#02,0.478279933
#03,2.068921225
#03,1.51070675
#03,1.966312745
#01,0
#02,0.758112195
#03,2.764733799
#03,1.639999205
#02,0.85868656
#07,0
#02,0.487413555
#05,1.370465555
#04,1.363074078
#03,1.104394539
#01,0
#02,0.975492546
#06,1.570309933
#03,1.488389476
#02,1.685636663
#01,0
#03,2.378465556
#02,0
#05,1.102206954
#03,1.287733175
#05,0
#01,0.573647187
#01,0.604091066
#03,1.927449475
#03,1.978369992
#02,0
#03,2.142909268
#05,0
#01,1.337264405
#02,1.190980975
#03,1.043465605
#03,0.750632975
#02,0.299768508
#03,1.943999374
#03,1.265028633
#01,0.921173551
#01,0
#03,0.935265332
#05,0
#01,0.947482966
#06,1.92544667
#02,0
#06,0.759746298
#01,0
#01,0.570201546
#06,1.522615751
#06,2.187530583
#02,0
#05,1.233303418
#04,1.065500744
#07,0
#06,1.215390007
#02,0
#06,2.10076826
#06,0.811735266
#01,0.943629596
#05,2.519041002
#07,0
#03,1.579828036
#03,1.474692397
#01,0
#02,1.000074765
#02,1.509231844
#04,1.327114195
#01,0.953324539
#02,1.309841024
#02,0
#06,1.209386222
#07,0.867423901
#06,0.514356861
#06,2.177131298
#03,3.306418234
#06,2.474897072
#09,1.513636054
#02,1.357018472
#06,2.155716478
#01,0.747108976
#01,2.012199463
#08,0.434423101
#02,1.641622736
#05,0
#07,1.27048671
#04,1.947259029
#05,1.318998138
#01,0.468102199
#03,1.878940726
#07,0
#01,0
#05,2.018150097
#04,1.031164351
#01,1.575408194
#04,0
#03,1.756026447
#01,0
#03,1.454688077
#06,1.503534963
#01,0.813586876
#03,1.449294841
#03,1.078846885
#05,1.241755148
#05,1.265733555
#02,1.547487795
#05,0.65137797
#02,1.875143382
#01,1.344985066
#03,1.371044451
#06,1.346843548
#06,1.655316431
#02,0.795200197
#01,0
#08,0.540565038
#06,1.471064686
#03,0
