Cluster,PEAR1
#03,0
#07,0
#01,0
#06,0
#02,0
#01,0
#06,0
#01,0
#06,0
#06,0
#01,0
#08,0
#01,0
#06,0
#01,0
#04,0
#05,0.278732648
#01,0
#01,0
#01,0
#01,0
#01,0
#06,0
#01,0
#03,0
#01,0
#03,0
#03,0
#03,0
#01,0
#04,0
#06,0
#02,0
#01,0
#04,0
#06,0
#01,0
#01,0
#01,0
#02,0
#06,0
#02,0
#01,0
#06,0
#08,0
#08,0
#05,0
#01,0
#01,0
#09,0
#05,0
#08,0
#03,0
#07,0
#05,0
#03,0
#03,0
#01,0
#06,0
#02,0
#04,0
#05,0
#07,0
#05,0
#01,0
#02,0
#02,0
#04,0
#04,0.444402419
#02,0
#03,0
#01,0
#03,0
#01,0
#01,0
#02,0
#01,0
#02,0
#01,0
#01,0
#06,0
#02,0
#07,0
#04,0
#06,0
#03,0
#04,0
#02,0
#07,0
#04,0
#01,0
#02,0
#03,0
#01,0
#01,0
#08,0
#07,0
#01,0
#01,0
#03,0
#04,0
#03,0
#07,0
#01,0
#02,0
#03,0
#04,0
#08,0
#02,0
#02,0
#01,0
#01,0
#07,0
#02,0
#03,0
#02,0
#10,0
#01,0
#01,0
#01,0
#01,0
#03,0
#09,0
#01,0
#03,0
#04,0
#02,0
#03,0
#06,0
#01,0
#07,0
#06,0
#02,0
#02,0
#02,0
#04,0
#05,0
#01,0
#01,0
#07,0
#01,0
#02,0
#07,0
#05,0.286678368
#02,0
#01,0
#02,0
#03,0
#01,0
#01,0
#03,0
#08,0
#04,0
#03,0
#02,0
#02,0
#06,0
#04,0
#04,0
#03,0
#02,0
#05,0
#02,0
#01,0
#02,0
#02,0
#01,0
#04,0
#03,0
#07,0
#07,0
#02,0
#06,0
#02,0
#02,0
#02,0
#01,0
#08,0
#08,0
#06,0
#04,0
#01,0
#03,0
#02,0
#01,0
#01,0
#06,0
#07,0
#01,0
#04,0
#03,0
#05,0
#02,0
#05,0
#01,0
#01,0
#03,0
#03,0
#04,0
#04,0
#01,0
#03,0
#02,0
#03,0
#01,0
#06,0
#08,0
#05,0
#07,0
#05,0
#04,0
#01,0
#01,0
#03,0
#02,0
#07,0
#03,0
#01,0
#02,0
#01,0
#03,0
#02,0
#09,0
#04,0
#01,0
#02,0
#01,0
#02,0
#02,0
#03,0
#05,0
#03,0
#03,0
#01,0
#04,0
#01,0
#07,0
#07,0
#06,0
#02,0
#06,0
#02,0
#04,0
#05,0
#01,0
#03,0
#03,0
#01,0
#05,0
#03,0
#01,0
#04,0
#07,0
#02,0
#06,0
#01,0
#01,0
#03,0
#07,0
#03,0
#07,0
#04,0
#03,0
#01,0
#03,0
#04,0
#07,0
#08,0
#01,0
#03,0
#08,0
#04,0
#02,0
#05,0
#08,0
#04,0
#06,0
#07,0
#01,0
#05,0
#07,0
#05,0
#01,0
#02,0
#05,0
#01,0
#03,0
#02,0
#07,0
#05,0
#04,0
#06,0
#01,0
#03,0
#07,0
#04,0
#06,0
#02,0
#06,0
#06,0
#05,0
#04,0
#01,0
#04,0
#05,0
#02,0
#07,0
#05,0
#05,0
#08,0
#01,0
#01,0
#03,0
#03,0
#02,0
#07,0
#01,0
#06,0
#05,0
#04,0
#02,0
#02,0
#05,0
#03,0
#01,0
#03,0
#02,0
#03,0
#03,0
#08,0
#04,0
#04,0
#01,0
#06,0
#01,0
#03,0
#02,0
#06,0
#02,0
#07,0
#05,0
#06,0
#01,0
#06,0
#06,0
#01,0
#06,0
#01,0
#07,0
#05,0
#03,0
#01,0
#07,0
#08,0
#05,0
#03,0
#02,0
#05,0
#07,0
#04,0
#07,0
#04,0
#04,0
#01,0
#06,0
#03,0
#07,0
#02,0
#06,0
#01,0
#09,0
#03,0
#03,0
#05,0
#01,0
#02,0
#02,0
#01,0
#01,0
#05,0
#02,0
#02,0
#02,0
#03,0
#06,0
#02,0
#03,0
#01,0
#02,0
#07,0
#07,0
#07,0
#01,0
#01,0
#04,0
#03,0
#04,0
#05,0
#02,0
#01,0
#06,0
#01,0
#01,0
#05,0
#03,0
#01,0
#02,0
#02,0
#04,0
#03,0
#03,0
#01,0
#05,0
#02,0
#08,0
#01,0
#01,0
#01,0
#06,0
#06,0
#04,0
#06,0
#07,0
#01,0
#01,0
#03,0
#06,0
#01,0
#05,0
#08,0
#01,0
#03,0
#03,0
#01,0
#03,0
#01,0
#02,0
#06,0
#02,0
#01,0
#01,0
#02,0
#01,0
#01,0
#06,0
#07,0
#01,0
#03,0
#01,0
#05,0
#01,0
#07,0
#01,0
#02,0
#05,0
#05,0
#05,0
#03,0
#02,0
#06,0
#01,0
#03,0
#01,0
#07,0
#02,0
#07,0
#01,0
#04,0
#06,0
#03,0
#07,0
#07,0
#01,0
#03,0
#08,0
#04,0
#03,0
#01,0
#02,0
#02,0
#04,0
#05,0
#02,0
#05,0
#01,0
#02,0
#02,0
#06,0
#02,0
#01,0
#01,0
#05,0
#02,0
#02,0
#02,0
#02,0
#03,0
#06,0
#04,0
#02,0
#06,0
#03,0
#05,0
#04,0
#08,0
#04,0
#03,0
#03,0
#01,0
#01,0
#01,0
#04,0
#03,0
#02,0
#05,0
#02,0
#06,0
#03,0
#07,0
#07,0
#01,0
#02,0
#05,0
#01,0
#04,0
#10,0
#02,0
#07,0
#04,0.118058398
#04,0
#05,0
#01,0
#04,0
#02,0
#01,0
#04,0
#02,0
#01,0
#01,0
#01,0
#04,0
#06,0
#03,0
#02,0
#01,0
#02,0
#07,0
#03,0
#02,0
#01,0
#01,0
#03,0
#01,0
#03,0
#05,0
#08,0
#05,0
#02,0
#01,0
#03,0
#02,0
#07,0
#03,0
#06,0
#06,0
#01,0
#02,0
#02,0
#01,0
#04,0
#02,0
#05,0
#07,0
#01,0
#10,0
#02,0
#01,0
#06,0
#03,0
#01,0
#02,0
#01,0
#04,0
#04,0
#07,0
#03,0
#04,0
#01,0
#07,0
#01,0
#03,0
#03,0
#01,0
#07,0
#05,0
#03,0
#06,0
#01,0
#04,0
#02,0
#02,0
#01,0
#01,0
#01,0
#06,0
#08,0
#07,0
#07,0
#01,0
#05,0
#07,0
#04,0
#05,0
#02,0
#05,0
#01,0
#03,0
#01,0
#10,0
#05,0
#04,0
#03,0
#02,0
#03,0
#07,0
#01,0
#01,0
#03,0
#06,0
#01,0
#06,0
#07,0
#02,0
#03,0
#01,0
#05,0
#04,0
#05,0
#07,0
#02,0
#07,0
#03,0
#01,0
#01,0
#04,0
#01,0
#06,0
#01,0
#03,0
#03,0
#08,0
#01,0
#05,0
#07,0
#01,0
#06,0
#01,0
#01,0
#01,0
#07,0
#01,0
#06,0
#01,0
#06,0
#02,0
#04,0
#02,0
#03,0
#01,0
#01,0
#02,0
#06,0
#02,0
#06,0
#04,0
#04,0
#05,0
#02,0
#06,0
#01,0
#03,0
#06,0
#01,0
#08,0
#03,0
#05,0
#02,0
#01,0
#06,0
#06,0
#02,0
#03,0
#04,0
#03,0
#02,0
#01,0
#05,0
#06,0
#06,0
#07,0
#01,0
#02,0
#07,0
#04,0
#02,0
#01,0
#03,0
#03,0
#05,0
#01,0
#04,0
#02,0
#03,0
#03,0
#03,0
#06,0
#05,0
#01,0
#08,0
#10,0
#01,0
#05,0
#01,0
#01,0
#06,0
#02,0
#02,0
#04,0
#05,0
#05,0
#03,0
#03,0
#03,0
#04,0
#01,0
#01,0
#03,0
#01,0
#05,0
#07,0
#04,0
#07,0
#03,0
#02,0
#01,0
#06,0
#09,0
#06,0
#03,0
#07,0
#05,0
#05,0
#06,0
#03,0.170185888
#08,0
#04,0
#01,0
#01,0
#01,0
#06,0
#04,0
#01,0
#02,0
#02,0
#05,0
#05,0
#03,0
#02,0
#05,0
#03,0
#06,0
#02,0
#03,0
#04,0.946194893
#06,0
#02,0
#08,0
#10,0.308917037
#01,0
#02,0
#07,0
#03,0
#01,0
#03,0
#05,0
#02,0
#02,0
#01,0
#03,0
#07,0
#07,0
#05,0
#02,0
#01,0
#05,0
#02,0
#01,0
#04,0
#03,0
#07,0
#06,0
#07,0
#07,0
#01,0
#03,0
#03,0
#05,0
#02,0
#03,0
#05,0
#07,0
#01,0
#02,0
#03,0
#01,0
#01,0
#01,0
#04,0
#07,0
#01,0
#02,0
#05,0
#04,0
#01,0
#03,0
#05,0
#01,0
#04,0
#07,0
#01,0
#01,0
#03,0
#01,0
#01,0
#02,0
#06,0
#07,0
#04,0
#01,0
#08,0
#03,0
#03,0
#03,0
#03,0
#02,0
#02,0
#07,0
#02,0
#07,0
#03,0
#03,0
#04,0
#05,0
#01,0
#02,0
#07,0
#05,0
#01,0
#04,0
#01,0
#01,0
#03,0
#01,0
#02,0
#05,0
#01,0
#01,0
#01,0
#01,0
#05,0
#03,0
#01,0
#05,0
#07,0
#06,0
#03,0
#06,0
#07,0
#08,0
#04,0
#02,0
#06,0
#03,0
#01,0
#02,0
#07,0
#02,0
#01,0
#02,0
#01,0
#03,0
#04,0
#01,0
#04,0
#03,0
#07,0
#03,0
#03,0
#06,0
#03,0
#01,0
#02,0
#03,0
#04,0
#01,0
#02,0
#04,0
#02,0
#03,0
#03,0
#01,0
#01,0
#03,0
#05,0
#01,0
#02,0
#02,0
#05,0
#04,0
#01,0
#05,0
#01,0
#02,0
#06,0
#01,0
#06,0
#09,0
#02,0
#06,0
#05,0
#01,0
#02,0
#03,0
#08,0.162766258
#04,0.91935198
#02,0
#01,0
#07,0
#03,0
#01,0
#05,0
#05,0
#03,0
#01,0
#01,0
#08,0
#02,0
#05,0
#04,0
#02,0
#02,0
#01,0
#01,0
#06,0
#07,0
#01,0
#05,0
#04,0
#01,0
#03,0
#03,0
#04,0
#04,0
#01,0
#04,0
#01,0
#04,0
#08,0
#01,0
#05,0
#03,0
#07,0
#02,0
#05,0
#01,0
#01,0
#03,0
#06,0
#02,0
#03,0
#02,0
#01,0
#06,0
#02,0
#02,0
#07,0
#05,0
#02,0
#06,0
#03,0
#02,0
#02,0
#04,0
#03,0
#06,0
#08,0
#03,0
#07,0
#07,0
#07,0
#07,0
#02,0
#07,0
#09,0
#03,0
#03,0
#04,0
#03,0
#06,0
#05,0
#01,0
#05,0
#07,0
#01,0
#04,0
#07,0
#01,0
#06,0
#03,0
#03,0
#03,0
#03,0
#04,0
#05,0
#01,0
#06,0
#02,0
#04,0
#02,0
#05,0
#01,0
#06,0
#03,0
#03,0
#01,0
#04,0
#04,0
#07,0
#03,0
#01,0
#06,0
#03,0
#04,0
#08,0
#02,0
#05,0
#02,0
#03,0
#07,0
#03,0
#02,0
#06,0
#02,0
#03,0
#04,0
#03,0
#06,0
#05,0
#03,0
#03,0
#06,0
#03,0
#03,0
#01,0
#07,0
#02,0
#07,0
#07,0
#03,0
#02,0
#05,0
#08,0
#02,0
#03,0
#01,0
#04,0
#06,0
#02,0
#06,0
#02,0
#08,0
#01,0
#03,0
#07,0
#01,0
#07,0
#08,0
#02,0
#07,0
#01,0
#07,0
#06,0
#03,0
#03,0
#01,0
#03,0
#03,0
#01,0
#01,0
#08,0
#01,0
#01,0
#04,0
#03,0
#05,0
#04,1.158521806
#01,0
#01,0
#04,0
#03,0
#05,0
#02,0
#03,0
#04,0
#01,0
#06,0
#02,0
#06,0
#06,0
#05,0
#06,0
#02,0
#02,0
#05,0
#02,0
#03,0
#01,0
#04,0
#07,0
#06,0
#04,0
#05,0
#05,0
#02,0
#03,0
#03,0
#04,0
#01,0
#01,0
#03,0
#07,0
#04,0
#03,0
#03,0
#02,0
#04,0
#01,0
#01,0
#04,0
#06,0
#01,0
#01,0
#03,0
#03,0
#04,0
#05,0
#01,0
#04,0
#01,0
#02,0
#01,0
#04,0
#05,0
#02,0
#01,0
#01,0
#05,0
#03,0
#03,0
#04,0
#02,0
#02,0
#05,0
#03,0
#04,0
#01,0
#01,0
#02,0
#01,0
#07,0
#02,0
#01,0
#01,0
#03,0
#01,0
#01,0
#04,0
#02,0
#06,0
#01,0
#02,0
#07,0
#06,0
#07,0
#01,0
#01,0
#03,0
#01,0
#01,0
#01,0
#07,0
#05,0
#01,0
#01,0
#07,0
#04,0
#02,0
#05,0
#02,0
#01,0
#01,0
#07,0
#02,0
#02,0
#01,0
#05,0
#05,0
#01,0
#02,0
#07,0
#03,0
#06,0
#01,0
#01,0
#07,0
#03,0
#03,0
#03,0
#04,0
#02,0
#02,0
#01,0
#03,0
#07,0
#05,0
#03,0
#07,0
#06,0
#06,0
#04,0
#02,0
#05,0
#01,0
#01,0
#04,0
#03,0
#04,0
#01,0
#04,0
#05,0
#07,0
#05,0
#04,0
#01,0
#01,0
#02,0
#01,0
#07,0
#04,0
#06,0
#05,0
#02,0
#01,0
#02,0
#01,0
#05,0
#08,0
#02,0
#04,0
#06,0
#07,0
#07,0
#05,0
#01,0
#02,0
#05,0
#07,0
#04,0
#01,0
#07,0
#01,0
#03,0
#06,0
#01,0
#03,0
#02,0
#10,0
#05,0
#03,0
#08,0
#04,0
#03,0
#03,0
#05,0
#05,0
#03,0
#01,0
#02,0
#10,0
#01,0
#01,0
#03,0
#01,0
#04,0
#08,0
#01,0
#01,0
#03,0
#08,0
#04,0
#03,0
#03,0.108794653
#06,0
#05,0
#01,0
#02,0
#03,0
#01,0
#03,0
#03,0
#01,0
#02,0
#07,0
#10,0
#02,0
#02,0
#01,0
#03,0
#03,0
#06,0
#05,0
#02,0
#05,0
#04,0
#01,0
#01,0
#01,0
#04,0
#01,0
#05,0
#04,0
#06,0
#07,0
#03,0
#04,0
#05,0
#02,0
#07,0
#07,0
#01,0
#01,0
#07,0
#02,0
#03,0
#06,0
#03,0
#05,0
#02,0
#01,0
#01,0
#01,0
#03,0
#03,0
#07,0
#06,0
#03,0
#05,0
#03,0
#05,0
#01,0
#04,0
#01,0
#04,0
#02,0
#08,0
#06,0
#04,0
#01,0
#03,0
#05,0
#07,0
#05,0
#01,0
#01,0
#05,0
#02,0
#03,0
#02,0
#02,0
#03,0
#03,0
#03,0
#05,0.181550637
#02,0
#01,0
#04,0
#01,0
#02,0
#02,0
#05,0
#05,0
#03,0
#05,0
#05,0
#01,0
#06,0
#01,0
#05,0
#03,0
#04,0
#06,0
#07,0
#04,0
#08,0
#05,0
#07,0
#10,0
#02,0
#04,0
#01,0
#03,0
#05,0
#01,0
#02,0
#03,0
#04,0
#04,0
#02,0
#03,0
#02,0
#03,0
#01,0
#07,0
#01,0
#03,0.10562308
#04,0
#02,0
#06,0
#03,0
#03,0
#01,0
#04,0
#08,0
#08,0
#04,0
#05,0
#01,0
#06,0
#04,0
#01,0
#05,0
#04,0
#06,0
#01,0
#06,0
#03,0
#06,0
#07,0
#01,0
#07,0
#02,0
#03,0
#03,0
#04,0
#02,0
#03,0
#01,0
#03,0
#07,0
#01,0
#07,0
#04,0
#02,0
#05,0
#05,0
#06,0
#06,0
#03,0
#03,0
#02,0
#07,0
#07,0
#01,0
#06,0
#05,0
#07,0
#01,0
#04,0
#01,0
#01,0
#03,0
#02,0
#01,0
#03,0
#03,0
#01,0
#03,0
#07,0
#06,0
#07,0
#01,0
#10,0
#04,0
#05,0
#01,0
#05,0
#07,0
#01,0
#02,0
#04,0
#03,0
#07,0
#05,0
#07,0
#03,0
#03,0
#05,0
#04,0
#02,0
#01,0
#01,0
#09,0
#03,0
#05,0
#07,0
#10,0
#01,0
#07,0
#05,0
#02,0
#03,0
#07,0
#05,0
#01,0
#02,0
#01,0
#02,0
#06,0
#02,0
#01,0
#01,0
#05,0
#01,0
#05,0
#01,0
#02,0
#08,0
#01,0
#01,0
#01,0
#06,0
#07,0
#04,0
#03,0
#03,0
#03,0
#02,0
#03,0
#05,0
#01,0
#03,0
#01,0
#06,0
#09,0
#08,0
#03,0
#04,0
#07,0
#03,0
#04,0
#01,0
#05,0
#04,0
#01,0
#02,0
#08,0
#01,0
#05,0
#06,0
#09,0
#03,0
#03,0
#04,0
#03,0
#01,0
#03,0
#05,0
#04,0.974030086
#04,0
#03,0
#06,0
#03,0
#06,0
#03,0
#01,0
#08,0
#03,0
#02,0
#01,0
#06,0
#07,0
#06,0
#06,0
#05,0
#03,0
#03,0
#10,0
#05,0
#03,0
#05,0
#01,0
#03,0
#02,0
#07,0
#04,0
#01,0
#03,0
#05,0
#03,0
#01,0
#03,0
#01,0
#01,0
#05,0
#01,0
#04,0
#02,0
#01,0
#04,0
#01,0
#01,0
#07,0
#01,0
#01,0
#01,0
#01,0
#06,0
#02,0
#03,0
#01,0
#07,0
#01,0
#03,0
#05,0
#03,0
#01,0
#01,0
#01,0
#07,0
#02,0
#04,0
#04,0
#05,0
#06,0
#07,0
#02,0
#05,0
#05,0
#01,0
#02,0
#04,0
#01,0
#01,0
#03,0
#06,0
#06,0
#01,0
#08,0
#03,0
#03,0
#02,0
#01,0
#07,0
#05,0
#08,0
#07,0
#01,0
#01,0
#01,0
#04,0
#06,0
#02,0
#03,0
#06,0
#02,0
#02,0
#03,0
#06,0
#04,0
#02,0
#02,0
#01,0
#06,0
#01,0
#06,0
#08,0
#05,0
#03,0
#03,0
#07,0
#01,0
#02,0
#06,0
#06,0
#06,0
#08,0
#01,0
#02,0
#03,0
#05,0
#03,0
#03,0
#04,0
#01,0
#01,0
#05,0.138016936
#01,0
#04,0
#03,0
#05,0
#01,0
#01,0
#03,0
#04,0
#01,0
#07,0
#01,0
#04,0
#01,0
#04,0
#03,0
#08,0
#06,0
#01,0
#03,0
#10,0
#06,0
#01,0
#01,0
#05,0
#07,0
#04,0.456596766
#01,0
#01,0
#01,0
#05,0
#06,0
#06,0
#06,0
#04,0
#08,0
#01,0
#07,0
#03,0
#01,0
#02,0
#02,0
#03,0
#06,0
#04,0
#05,0
#02,0
#07,0
#02,0
#06,0
#01,0
#01,0
#03,0
#03,0
#01,0
#03,0
#01,0
#07,0
#02,0
#01,0
#01,0
#01,0
#04,0
#02,0
#03,0
#08,0
#01,0
#06,0
#01,0
#03,0
#02,0
#04,0
#07,0
#04,0
#02,0
#04,0
#04,0
#06,0
#02,0
#04,0
#01,0
#02,0
#01,0
#05,0
#01,0
#05,0
#03,0
#01,0
#03,0
#05,0
#06,0
#01,0
#02,0
#02,0
#01,0
#01,0
#05,0
#01,0
#02,0
#01,0
#02,0
#04,0
#02,0
#01,0
#01,0
#03,0
#01,0
#02,0
#04,0
#05,0
#05,0
#03,0
#02,0
#01,0
#07,0
#02,0
#02,0
#04,0
#07,0
#08,0
#04,0
#04,0
#01,0
#03,0
#07,0
#07,0
#01,0
#02,0
#04,0
#01,0
#01,0
#01,0
#03,0
#04,0
#06,0
#04,0
#05,0
#06,0
#05,0
#02,0
#06,0
#01,0
#04,0
#08,0
#07,0
#01,0
#06,0
#05,0
#06,0
#07,0
#07,0
#03,0
#01,0
#02,0
#02,0
#04,0
#07,0
#08,0
#01,0
#04,0
#03,0
#03,0
#05,0
#02,0
#04,0
#04,0
#01,0
#02,0
#07,0
#06,0
#02,0
#02,0
#01,0
#01,0
#04,0
#06,0
#02,0
#10,0
#06,0
#05,0
#07,0
#01,0
#03,0
#07,0
#06,0
#02,0
#01,0
#01,0
#05,0.200139614
#02,0
#01,0
#04,0
#01,0
#07,0
#03,0
#04,0
#03,0
#03,0
#02,0
#07,0
#04,0
#03,0
#03,0
#05,0
#02,0
#03,0
#03,0
#03,0
#05,0
#08,0
#01,0
#02,0
#01,0
#01,0
#03,0
#08,0
#04,0
#01,0
#01,0
#05,0
#01,0
#01,0
#02,0
#07,0
#07,0
#05,0
#02,0
#02,0
#01,0
#01,0
#03,0
#03,0
#06,0
#07,0
#01,0
#02,0
#09,0
#02,0
#01,0
#06,0
#01,0
#01,0
#08,0
#01,0
#01,0
#01,0
#03,0
#04,0
#03,0
#01,0
#07,0
#01,0
#04,0
#01,0
#03,0
#01,0
#01,0
#03,0
#05,0
#05,0
#01,0
#02,0
#03,0
#03,0
#03,0
#01,0
#03,0
#02,0
#03,0
#02,0
#01,0
#05,0
#01,0
#01,0
#06,0
#03,0
#01,0
#02,0
#01,0
#03,0
#01,0
#01,0
#06,0
#01,0
#05,0
#05,0
#01,0
#02,0
#04,0
#06,0
#03,0
#05,0
#01,0
#01,0
#05,0
#07,0
#04,0
#04,0
#02,0
#02,0
#07,0
#07,0
#01,0
#04,0
#06,0
#04,0
#02,0
#05,0
#04,0
#01,0
#08,0
#01,0
#03,0
#01,0
#03,0
#01,0
#01,0
#04,0
#01,0
#06,0
#04,0
#03,0
#04,0
#03,0
#03,0
#03,0
#02,0
#01,0
#02,0
#03,0
#02,0
#03,0
#07,0
#04,0
#03,0
#02,0
#08,0
#01,0
#01,0
#04,0
#04,0
#02,0
#04,0.326093196
#03,0
#01,0
#06,0
#02,0
#01,0
#03,0
#01,0
#04,0
#02,0
#06,0
#05,0
#03,0
#06,0
#07,0
#06,0
#02,0
#07,0
#03,0
#04,0
#01,0
#02,0
#03,0
#05,0
#07,0
#07,0
#01,0
#04,0
#03,0
#03,0
#07,0
#01,0
#03,0
#06,0
#02,0
#06,0
#02,0
#01,0
#06,0
#04,0
#06,0
#03,0
#08,0
#05,0
#01,0
#07,0
#04,0
#10,0
#02,0
#01,0
#01,0
#06,0
#03,0
#02,0
#01,0
#01,0
#01,0
#05,0
#01,0
#04,0
#02,0
#03,0
#01,0
#05,0.375866902
#04,0
#03,0
#01,0
#01,0
#04,0
#09,0
#03,0
#04,0
#02,0
#03,0
#01,0
#08,0
#01,0
#05,0
#06,0
#05,0
#07,0
#01,0
#07,0
#03,0
#08,0
#01,0
#02,0
#01,0
#01,0
#07,0
#01,0
#01,0
#02,0
#01,0
#01,0
#02,0
#01,0
#02,0
#07,0
#01,0
#03,0
#07,0
#06,0
#02,0
#03,0
#01,0
#01,0
#04,0
#06,0
#03,0
#01,0
#03,0
#01,0
#07,0
#05,0
#08,0
#07,0
#06,0
#01,0
#01,0
#01,0
#03,0
#02,0
#06,0
#06,0
#02,0
#06,0
#02,0
#03,0
#06,0
#01,0
#05,0
#04,0
#01,0
#01,0
#06,0
#01,0
#06,0
#07,0
#04,0
#03,0
#02,0
#01,0
#01,0
#05,0
#01,0
#02,0
#01,0
#06,0
#08,0
#01,0
#07,0
#03,0
#01,0
#02,0
#01,0
#01,0
#03,0
#07,0
#03,0
#01,0
#01,0
#06,0
#04,0
#06,0
#03,0
#01,0
#04,0
#02,0
#03,0
#01,0
#06,0
#01,0
#05,0
#03,0
#03,0
#01,0
#02,0
#02,0
#04,0
#02,0
#01,0
#03,0
#02,0
#02,0
#03,0
#03,0
#03,0
#01,0
#02,0
#03,0
#03,0
#02,0
#07,0
#02,0
#05,0
#04,0
#03,0
#01,0
#02,0
#06,0
#03,0
#02,0
#01,0
#03,0
#02,0
#05,0
#03,0
#05,0
#01,0
#01,0
#03,0
#03,0
#02,0
#03,0
#05,0
#01,0
#02,0
#03,0
#03,0
#02,0
#03,0
#03,0
#01,0
#01,0
#03,0
#05,0
#01,0
#06,0
#02,0
#06,0
#01,0
#01,0
#06,0
#06,0
#02,0
#05,0
#04,0
#07,0
#06,0
#02,0
#06,0
#06,0
#01,0
#05,0
#07,0
#03,0
#03,0
#01,0
#02,0
#02,0
#04,0
#01,0
#02,0
#02,0
#06,0
#07,0
#06,0
#06,0
#03,0
#06,0
#09,0
#02,0
#06,0
#01,0
#01,0
#08,0
#02,0
#05,0
#07,0
#04,0
#05,0
#01,0
#03,0
#07,0
#01,0
#05,0
#04,0
#01,0
#04,0
#03,0
#01,0
#03,0
#06,0
#01,0
#03,0
#03,0
#05,0
#05,0
#02,0
#05,0
#02,0
#01,0
#03,0
#06,0
#06,0
#02,0
#01,0
#08,0
#06,0
#03,0
